Text	Complexity Score
What Argentinian company made the Ballester–Molina, and also manufactured aircraft, machinery, and vehicles?	0.26
What property does Rotary technology and Nickel have in common?	0.16
Do Gene Wolfe and Lorrie Moore share the same nationality?	0.12
From what years was Mansa Sandaki a mansa of an empire in West Africa?	0.14
Who has been performing for longer, Violent Femmes or Alex Clare?	0.16
In what city was the singer of the 2007 song Hate That I Love You born in?	0.09
Which Austrian was born first, Konrad Lorenz or Karl von Frisch?	0.14
FlatOut: Ultimate Carnage is an enhanced port of a game developed by who?	0.14
When was the platform game based on a film starring Sylvester Stallone released?	0.19
What role did the wife of Marc Mezinsky have from 2011 to 2014?	0.14
Full Circle included a cover of the song by which songwriter, musician, and actor?	0.16
"What city was the man who replaced Anouk on ""The Voice of Holland"" born in?"	0.16
BBC Yorkshire and Lincolnshire have their primary transmitter based in which broadcasting and telecommunications facility one mile west of the village of Donington?	0.33
Which former Governor of Arkansas was elected president the same year as the United States Senate elections in 1992?	0.23
What is the name of the river that comes out of the Appalachian mountains and runs past Embreeville, Tennessee?	0.23
Out of Italian Gaetano Donizetti or Czech Bedřich Smetana, which opera composer lived and worked earlier?	0.21
Troy McClure appears as the main character in the nineteenth episode of what season of the simpsons?	0.19
Which star of Poison Ivy received two Primetime Emmy Award nominations?	0.09
"In which American music magazine that billed itself as ""the ultimate guide to music and more"" has Natalise appeared?"	0.3
The American actor Logan Lerman appeared in this film directed by David Ayer that portrays which world event?	0.26
The Dewarists has featured the folk/fusion band who has which member on vocals and rhythm?	0.23
What agency of the United States was the Bureau that Josephine Sophia White Griffing did much of her work through?	0.19
Shahnoza Nazirova traveled to Icheon and Ansan, South Korea to compete in what sport and event?	0.19
From 1943-1945 William Helmore served as a Member od Parliament for a constituency currently represented by who?	0.21
Marie-Barbe de Boullongne was a philanthropist on what continent?	0.09
Were Songyuan and Shulan in the same province in China?	0.14
Which mayor featured in The Jazz of the City Atlanta currently serves as a member of the board of directors for Delta Air Lines?	0.23
Are Yangra and Labuche Kang part of the same mountain range, and if so what range?	0.19
What kind of films are The Times of Harvey Milk and Innocence?	0.09
In which city is the college Phillip Henry Bridenbaugh attended located?	0.14
Which building in Lower Manhattan, New York City is the tallest building in the United States and North America?	0.16
Do both Art Laboe and Sako Shahinian practice the same profession?	0.16
Who was the father of the emporer who established the Meissen Cathedral?	0.12
Inter IIT Sports Meet is the annual sports tournament of what autonomous public insititutes of higher education in India?	0.23
Vicious Lies and Dangerous Rumors featured a guest appearance by which rapper, actor, and model from Harlem?	0.23
What music label is also associated with the same manager responsible for Jimmy Spicer?	0.19
Who owns and operates the place where Why Is There Air? was recorded?	0.21
What military branch did 2013 All-Pac-12 star Pat Tillman enlist to in 2002?	0.14
Are both Martin Heidegger and José Echegaray engineers?	0.09
Gediminas Vičius plays for a second level football league that contains how many teams?	0.26
In what country are both Lost McLeod Mine and Bralorne?	0.09
Daniel Nestor and Mary Joe Fernández, played which sports to win many titles?	0.16
What banking group, founded in 1818, sponsors Club Sportive Sedan Ardennes?	0.16
What type of language morphology was the language of the Chatot tribe?	0.12
"In between Steven Soderbergh and Rémi Lange who's film is ""Omelette"" (1998)?"	0.14
What British-Irish film star was born on February 9, 1945?	0.14
"What was the title of Frank Zappa's 1976 album featuring ""Feed Her Finer""?"	0.19
The NCR Corporation (originally National Cash Register) was taken over by what company in 1991?	0.14
"What nomination did the ""Vicky Donor"" producer earn for his film ""Jism""?"	0.19
When did the president of the Cleveland Browns for the 2011 season serve as head coach of the Green Bay Packers?	0.19
According to the 2010 census, what was the population of the city in which Baking Powder Creek is located?	0.21
What type of profession does Michael Hofmann and Errol Morris have in common?	0.16
Gadsden Mall is anchored by Belk and a company founded in what year?	0.14
Where did the 2014 film Camp X-Ray, which starred a leading Twilight actress, debut?	0.21
"What actor appeared in the CBS television series ""Knots Landing"" and the movie ""Sweet Revenge""?"	0.16
What is the population of Marie Battiste's First Nation?	0.09
Edmund Veesenmayer served under a senior the highest ranking officer in which part of the Nazi German army?	0.23
Are Pitcher plant and Viola both carnivorous plants?	0.12
In which year was the company for which C. Kyle Ranson served as President until May 2007 purchased by Image Holdings Corp.?	0.23
Which owner of Up has its hub at Ben Gurion Airport?	0.14
Jane Foole served as the Court Jester for Mary I of England from what date to what date?	0.19
"""On-the-spot guidance"" is a practice which has been made use of by the Chairman of what?"	0.19
What is the population of the town that is home to a Shaker community established at the height of the Shaker Movement in The United States?	0.26
When did Amado Carrillo Fuentes assassinate his boss Rafael Aguilar Guajardo?	0.14
Who is older, Barbet Schroeder or Pablo Trapero?	0.09
Traveler's Rest is a stopping point of the trail that has what elevation?	0.19
I Cavalry Corps had a detached division that fought at the battle in which present-day country?	0.26
The 2010–11 Denver Nuggets season included a trade to the Knicks of the player who played college ball for which team?	0.23
Glacier Wind Farm is located in Glacier county and another county that had a population of what in 2010?	0.21
What corporation based in Superior, Wisconsin sponsored the 2010 AMA Pro Supersport Championship?	0.14
"Who starred in the 2001 film Saving Silverman who was also in ""Out of Sight"" (1998), ""Happy, Texas"" (1999), ""Riding in Cars with Boys"" (2001)?"	0.4
What 2004 film is the director of Yolki (a Russian comedy film), most famous for?	0.16
"What was the 17th of the 19th block IIA satellites to be launched under the radio-navigation formerly known as ""Navatstar""?"	0.26
Who is the mother of Princess Carolina of Orange-Nassau and the daughter of King George II of Great Britain?	0.16
What is the original format of the series with the fictional character Trillian Astra?	0.16
Who was born first, William Jefferson Clinton or A. Vernon Weaver?	0.14
Which American retired professional basketball player featured in 1960 NBA Finals as member of Hall of Famers?	0.26
"What hotel hosted ""Criss Angel Believe"" and is situated on the southern end of the Las Vegas Strip in Paradise, Nevada?"	0.21
When was the former Major League Baseball outfielder which DeWayne Wise robbed of a home run to preserve Mark Buehrle's perfect game in 2009 born?	0.33
What kind of venue audience did Eva Zimmermann's daughter perform cabaret artistry in?	0.19
If you want to see Cowbell Man at a New York Mets game, what bus would you take to get to Citi Field?	0.28
"When was the American actress starred in ""Where the Heart Is"" born?"	0.16
Which of the following is remembered best for Beau Geste: P. C. Wren or James Emanuel?	0.16
